"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"18763",2011-12-06 12:00:00,5271,"WS10",12.7,11.34,7.433592,0.1090982,16.10172,14491.55,10.41,145,0.09776852,0.1132194
"18859",2011-12-07 12:00:00,5367,"WS10",12.65,10.19,16.45829,0.1446375,33.04436,29739.92,10.18,297,0.0994457,0.1612892
"18955",2011-12-08 12:00:00,5463,"WS10",12.7,0.042,17.32736,0.1312363,25.78736,23208.63,7.701,232,0.1313063,0.1450565
"19051",2011-12-09 12:00:00,5559,"WS10",12.69,1.961,12.86687,0.1276718,24.0387,21634.83,7.88,217,0.1274033,0.1313256
"19147",2011-12-10 12:00:00,5655,"WS10",12.69,0.971,13.72505,0.1215829,21.2223,19100.07,7.697,191,0.1215179,0.1279719
"19243",2011-12-11 12:00:00,5751,"WS10",12.7,0.607,13.7696,0.1158595,18.76674,16890.07,7.566,169,0.1159384,0.1214225
"19339",2011-12-12 12:00:00,5847,"WS10",12.63,5.382,17.57086,0.107956,15.67288,14105.6,8.55,141,0.1077575,0.1158532
"19435",2011-12-13 12:00:00,5943,"WS10",13,8.62,46.7656,0.1057695,14.87572,13388.15,9.38,134,0.1057927,0.1089071
"19531",2011-12-14 12:00:00,6039,"WS10",12.72,8.08,13.10069,0.1031917,13.96864,12571.78,9.47,126,0.1031748,0.106403
"19627",2011-12-15 12:00:00,6135,"WS10",12.68,9.03,14.58883,0.09902271,12.57424,11316.82,9.7,113,0.09865411,0.1031484
"19723",2011-12-16 12:00:00,6231,"WS10",12.7,10.17,26.89755,0.09759277,12.11635,10904.72,10.13,109,0.09698168,0.09906357
"19819",2011-12-17 12:00:00,6327,"WS10",12.84,4.084,10.8614,0.09495243,11.29797,10168.17,8.77,102,0.09459381,0.1022314
"19915",2011-12-18 12:00:00,6423,"WS10",12.71,0.593,12.10494,0.09238761,10.53581,9482.229,7.212,95,0.09242581,0.09496942
"20011",2011-12-19 12:00:00,6519,"WS10",12.75,3.153,14.43901,0.08966697,9.762531,8786.278,7.453,88,0.08970489,0.09224964
"20107",2011-12-20 12:00:00,6615,"WS10",12.59,7.646,8.618762,0.08827035,9.379448,8441.503,8.69,84,0.08825173,0.08985309
"20203",2011-12-21 12:00:00,6711,"WS10",12.59,10.16,8.249759,0.08992893,9.837483,8853.735,9.55,89,0.08812878,0.09451093
"20299",2011-12-22 12:00:00,6807,"WS10",12.51,10.33,15.43355,0.09350848,10.86526,9778.738,9.83,97,0.09005231,0.111597
"20395",2011-12-23 12:00:00,6903,"WS10",12.81,6.351,19.98989,0.1184051,19.83677,17853.09,9.09,178,0.09307568,0.2833397
"20491",2011-12-24 12:00:00,6999,"WS10",12.83,2.696,29.77232,0.1074891,15.50048,13950.43,8.26,139,0.107523,0.1185508
"20587",2011-12-25 12:00:00,7095,"WS10",12.6,3.982,13.73368,0.1020404,13.57475,12217.28,8.5,122,0.1019163,0.1073264
"20683",2011-12-26 12:00:00,7191,"WS10",12.93,1.534,47.99013,0.09902659,12.57554,11317.99,8.04,113,0.09854127,0.1019346
"20779",2011-12-27 12:00:00,7287,"WS10",12.51,4.634,24.0244,0.1390486,29.88621,26897.59,7.968,269,0.09864827,0.1517974
"20875",2011-12-28 12:00:00,7383,"WS10",12.42,-0.185,8.107218,0.1256232,23.06745,20760.7,7,208,0.1255705,0.1386922
"20971",2011-12-29 12:00:00,7479,"WS10",12.51,0.404,13.04478,0.1220411,21.42684,19284.15,7.205,193,0.122004,0.125719
"21067",2011-12-30 12:00:00,7575,"WS10",12.77,3.508,44.56557,0.1180299,19.67644,17708.8,7.973,178,0.1179573,0.1221046
"21163",2011-12-31 12:00:00,7671,"WS10",12.52,4.31,12.10712,0.1141017,18.04922,16244.29,8.16,163,0.1140696,0.1193264
"21259",2012-01-01 12:00:00,7767,"WS10",12.61,9.17,27.26443,0.1108268,16.75746,15081.71,9.24,151,0.1107105,0.1140595
"21355",2012-01-02 12:00:00,7863,"WS10",12.52,-1.025,17.47055,0.1077275,15.58824,14029.42,6.557,140,0.1077902,0.1110801
"21451",2012-01-03 12:00:00,7959,"WS10",12.33,-6.513,6.998092,0.1041913,14.31644,12884.79,4.778,128,0.1040752,0.1077512
"21547",2012-01-04 12:00:00,8055,"WS10",12.36,-2.832,17.06839,0.1018223,13.5007,12150.63,5.633,121,0.1018844,0.1041698
"21643",2012-01-05 12:00:00,8151,"WS10",12.51,0.253,13.72772,0.09993109,12.87039,11583.35,6.409,116,0.1000037,0.1023699
"21739",2012-01-06 12:00:00,8247,"WS10",12.52,1.808,13.17652,0.09602859,11.62717,10464.45,6.949,104,0.09597059,0.0999017
"21835",2012-01-07 12:00:00,8343,"WS10",12.61,7.967,29.35355,0.0946385,11.20277,10082.5,8.27,100,0.09460598,0.09601948
"21931",2012-01-08 12:00:00,8439,"WS10",12.6,8.41,22.88596,0.09346457,10.85179,9766.615,8.75,98,0.09339378,0.09669255
"22027",2012-01-09 12:00:00,8535,"WS10",12.5,9.58,12.99383,0.09334013,10.8152,9733.682,9.25,97,0.09241583,0.09532879
"22123",2012-01-10 12:00:00,8631,"WS10",12.62,9.33,36.32272,0.09017752,9.904913,8914.422,9.39,89,0.0902883,0.09409694
"22219",2012-01-11 12:00:00,8727,"WS10",12.38,9.26,2.537606,0.1242978,22.45339,20208.05,9.23,202,0.08984824,0.12099
"22315",2012-01-12 12:00:00,8823,"WS10",12.7,5.341,38.90673,0.1071322,15.36943,13832.49,8.29,138,0.1070434,0.1290951
"22411",2012-01-13 12:00:00,8919,"WS10",12.36,-3.725,12.74885,0.1066342,15.18841,13669.57,5.195,137,0.1065296,0.1145105
"22507",2012-01-14 12:00:00,9015,"WS10",12.47,-4.284,19.74675,0.1055606,14.80091,13320.82,4.967,133,0.1054637,0.1075864
"22603",2012-01-15 12:00:00,9111,"WS10",12.46,-1.249,18.12644,0.1039548,14.23349,12810.14,5.629,128,0.1039784,0.106173
"22699",2012-01-16 12:00:00,9207,"WS10",12.63,0.33,47.49155,0.1031844,13.96604,12569.44,6.202,126,0.103139,0.1040088
"22795",2012-01-17 12:00:00,9303,"WS10",12.45,4.719,24.36456,0.1029666,13.89104,12501.94,7.387,125,0.1027581,0.1034181
"22891",2012-01-18 12:00:00,9399,"WS10",12.56,1.253,17.87873,0.1092947,16.17291,14555.62,6.601,145,0.1029578,0.1392109
"22987",2012-01-19 12:00:00,9495,"WS10",12.63,0.141,45.59387,0.1068558,15.26859,13741.73,6.11,138,0.1066499,0.10912
"23083",2012-01-20 12:00:00,9591,"WS10",12.48,5.093,16.64303,0.1051558,14.65659,13190.93,7.375,132,0.1051707,0.1070502
"23179",2012-01-21 12:00:00,9687,"WS10",12.31,9.18,3.557992,0.124649,22.61483,20353.34,8.62,203,0.1048889,0.1255932
"23275",2012-01-22 12:00:00,9783,"WS10",12.35,7.312,15.05655,0.1145296,18.22241,16400.17,8.47,164,0.1142155,0.1335233
"23371",2012-01-23 12:00:00,9879,"WS10",12.34,5.563,12.60465,0.1521092,37.57405,33816.64,7.644,0,0.1137337,0.1492796
"23467",2012-01-24 12:00:00,9975,"WS10",12.31,4.642,10.9558,0.1299671,25.15643,22640.79,7.916,226,0.1300676,0.1541222
"23563",2012-01-25 12:00:00,10071,"WS10",12.52,6.114,47.04381,0.1272616,23.84232,21458.09,8.32,214,0.1269853,0.1299429
"23659",2012-01-26 12:00:00,10167,"WS10",12.25,10.1,6.496465,0.1247245,22.64903,20384.13,9.38,204,0.1246847,0.1276338
"23755",2012-01-27 12:00:00,10263,"WS10",12.35,6.682,15.8256,0.1363702,28.43868,25594.81,8.7,256,0.1245531,0.1493217
"23851",2012-01-28 12:00:00,10359,"WS10",12.26,4.06,13.1129,0.1276735,24.03957,21635.61,7.865,217,0.1276645,0.1360727
"23947",2012-01-29 12:00:00,10455,"WS10",12.25,0.227,12.58337,0.1232721,21.98225,19784.02,6.751,198,0.1231774,0.1278091
"24043",2012-01-30 12:00:00,10551,"WS10",12.26,1.905,12.97677,0.1194444,20.28333,18254.99,7.008,182,0.1194594,0.123211
"24139",2012-01-31 12:00:00,10647,"WS10",12.38,4.955,40.83389,0.1157508,18.72182,16849.64,7.7,169,0.1157719,0.1194272
"24235",2012-02-01 12:00:00,10743,"WS10",12.38,8.16,36.03098,0.1131268,17.65849,15892.64,8.65,159,0.1130737,0.1159161
"24331",2012-02-02 12:00:00,10839,"WS10",12.3,8.44,11.74636,0.1139296,17.97979,16181.81,8.99,162,0.1130042,0.1257545
"24427",2012-02-03 12:00:00,10935,"WS10",12.31,4.479,13.0416,0.1088525,16.00651,14405.86,8.01,144,0.108845,0.1138482
"24523",2012-02-04 12:00:00,11031,"WS10",12.22,6.965,5.446219,0.1099356,16.41579,14774.21,8.43,147,0.1080573,0.1117662
"24619",2012-02-05 12:00:00,11127,"WS10",12.43,9.85,32.28772,0.1092179,16.14386,14529.48,9.35,145,0.1078345,0.1147981
"24715",2012-02-06 12:00:00,11223,"WS10",12.49,5.044,49.7865,0.1074412,15.48262,13934.36,8.29,139,0.1074076,0.1092586
"24811",2012-02-07 12:00:00,11319,"WS10",12.39,2.726,12.94959,0.1036,14.10994,12698.95,7.542,127,0.103581,0.1074673
"24907",2012-02-08 12:00:00,11415,"WS10",12.46,3.734,20.80161,0.1020798,13.58791,12229.12,7.624,122,0.1020678,0.1038476
"25003",2012-02-09 12:00:00,11511,"WS10",12.46,-0.079,17.99381,0.1008351,13.16936,11852.42,6.549,118,0.100742,0.1021061
"25099",2012-02-10 12:00:00,11607,"WS10",12.65,2.072,53.24924,0.09905312,12.58397,11325.57,6.882,113,0.09901857,0.1009455
"25195",2012-02-11 12:00:00,11703,"WS10",12.49,-0.091,37.23823,0.09782802,12.19099,10971.89,6.314,110,0.09782484,0.09918232
"25291",2012-02-12 12:00:00,11799,"WS10",12.57,-6.61,23.69374,0.09565394,11.51185,10360.67,4.105,104,0.09553956,0.09773855
"25387",2012-02-13 12:00:00,11895,"WS10",12.6,-1.883,18.12008,0.09485683,11.26878,10141.9,5.011,101,0.09473897,0.09596359
"25483",2012-02-14 12:00:00,11991,"WS10",12.43,0.286,18.561,0.09272842,10.63517,9571.656,5.718,96,0.09240096,0.09493575
"25579",2012-02-15 12:00:00,12087,"WS10",12.62,2.01,16.98047,0.09064168,10.03545,9031.902,6.365,90,0.09062544,0.0929885
"25675",2012-02-16 12:00:00,12183,"WS10",12.52,6.729,20.3153,0.09297699,10.70837,9637.53,7.567,96,0.0896855,0.09390128
"25771",2012-02-17 12:00:00,12279,"WS10",12.7,4.266,39.66627,0.08932112,9.666782,8700.104,7.255,87,0.08933668,0.09583381
"25867",2012-02-18 12:00:00,12375,"WS10",12.73,6.077,32.79456,0.08075565,7.47542,6727.878,7.76,67,0.08075879,0.08952843
"25963",2012-02-19 12:00:00,12471,"WS10",12.54,5.615,10.15999,0.08133709,7.613474,6852.126,7.817,69,0.08000714,0.08133852
"26059",2012-02-20 12:00:00,12567,"WS10",12.71,0.541,14.44603,0.07999371,7.296868,6567.182,6.453,65,0.07991519,0.08603787
"26071",2011-10-12 12:00:00,5,"WS06",14.09,12.94,37.75352,0.08000612,1.755214,1579.693,12.18,15,0.08041815,0.09034254
"26167",2011-10-13 12:00:00,101,"WS06",13.28,12.74,11.65897,0.08560976,2.276004,2048.404,12.62,20,0.07836134,0.08490952
"26263",2011-10-14 12:00:00,197,"WS06",14.69,9.48,67.60333,0.08317287,2.037182,1833.463,11.31,18,0.08216722,0.08617021
"26359",2011-10-15 12:00:00,293,"WS06",14.69,10.19,39.85449,0.08426293,2.141501,1927.351,10.96,19,0.08288843,0.08503081
"26455",2011-10-16 12:00:00,389,"WS06",14.59,14.19,34.25003,0.08375327,2.092237,1883.014,11.12,19,0.08254909,0.08419374
"26551",2011-10-17 12:00:00,485,"WS06",14.52,16.57,35.80594,0.0837269,2.089705,1880.735,11.74,19,0.08267301,0.08424554
"26647",2011-10-18 12:00:00,581,"WS06",14.58,14.85,52.60536,0.08361903,2.079382,1871.444,11.95,19,0.08206921,0.0849013
"26743",2011-10-19 12:00:00,677,"WS06",13.13,11.89,34.10497,0.08968034,2.720089,2448.08,12.22,24,0.08217017,0.1057368
"26839",2011-10-20 12:00:00,773,"WS06",14.87,2.043,116.0902,0.08248174,1.973094,1775.784,8.76,18,0.0822041,0.0897205
"26935",2011-10-21 12:00:00,869,"WS06",14.9,3.076,48.10226,0.08216893,1.944351,1749.916,8.22,18,0.08172661,0.08301872
"27031",2011-10-22 12:00:00,965,"WS06",14.86,4.482,50.4356,0.08216185,1.943719,1749.347,8.2,17,0.08122415,0.08263205
"27127",2011-10-23 12:00:00,1061,"WS06",14.78,7.427,59.46009,0.0824727,1.972093,1774.884,8.78,18,0.08173996,0.08278906
"27223",2011-10-24 12:00:00,1157,"WS06",14.74,8.81,61.51508,0.08153355,1.88731,1698.579,9.31,17,0.08107916,0.08275308
"27319",2011-10-25 12:00:00,1253,"WS06",14.7,10.06,79.01643,0.08003846,1.75795,1582.155,9.39,16,0.0795141,0.08380999
"27415",2011-10-26 12:00:00,1349,"WS06",14.68,11.21,109.9654,0.0820177,1.930717,1737.646,9.7,17,0.08089859,0.08261544
"27511",2011-10-27 12:00:00,1445,"WS06",14.58,12.93,134.387,0.08175394,1.906965,1716.268,10.18,17,0.08141025,0.08322807
"27607",2011-10-28 12:00:00,1541,"WS06",13,8.78,12.62356,0.085463,2.260859,2034.773,10.31,21,0.08100047,0.08569312
"27703",2011-10-29 12:00:00,1637,"WS06",14.91,2.146,108.0339,0.08625775,2.34287,2108.583,8.1,21,0.08347085,0.09036484
"27799",2011-10-30 12:00:00,1733,"WS06",14.94,1.979,93.07352,0.08585075,2.300508,2070.457,7.107,20,0.08581101,0.08671034
"27895",2011-10-31 12:00:00,1829,"WS06",14.91,3.345,129.3846,0.08544741,2.259295,2033.365,6.85,21,0.08522325,0.08619051
"27991",2011-11-01 12:00:00,1925,"WS06",14.87,4.276,54.80115,0.08509536,2.223792,2001.413,6.679,20,0.07824837,0.08563324
"28087",2011-11-02 12:00:00,2021,"WS06",14.84,5.582,51.5574,0.08504732,2.218978,1997.08,6.86,20,0.08193851,0.08552815
"28183",2011-11-03 12:00:00,2117,"WS06",13.77,5.727,65.34029,0.08518972,2.233257,2009.931,6.982,20,0.08494779,0.08561975
"28279",2011-11-04 12:00:00,2213,"WS06",14.74,5.696,109.05,0.08631526,2.348861,2113.974,7.292,21,0.08510916,0.1113795
"28375",2011-11-05 12:00:00,2309,"WS06",14.86,3.524,62.75315,0.08572832,2.287943,2059.149,6.566,20,0.0858108,0.08684872
"28471",2011-11-06 12:00:00,2405,"WS06",14.78,7.429,109.0471,0.08594215,2.309918,2078.927,7.108,21,0.08569901,0.08627798
"28567",2011-11-07 12:00:00,2501,"WS06",14.77,5.772,44.98046,0.08574918,2.290086,2061.077,6.996,20,0.08580391,0.08644325
"28663",2011-11-08 12:00:00,2597,"WS06",14.76,6.542,45.77365,0.08566554,2.281533,2053.379,7.348,21,0.08555566,0.08610583
"28759",2011-11-09 12:00:00,2693,"WS06",14.69,9.11,103.836,0.07921368,1.68944,1520.496,8.14,15,0.07921439,0.08576386
"28855",2011-11-10 12:00:00,2789,"WS06",14.32,6.524,126.7564,0.07872438,1.649779,1484.801,8.3,14,0.07883583,0.07994642
"28951",2011-11-11 12:00:00,2885,"WS06",14.97,-1.048,35.48565,0.07832661,1.618021,1456.219,4.851,14,0.07800338,0.07906178
"29047",2011-11-12 12:00:00,2981,"WS06",14.9,2.184,35.55379,0.07737518,1.543898,1389.508,5.102,14,0.0775059,0.07876296
"29143",2011-11-13 12:00:00,3077,"WS06",14.77,6.855,121.1298,0.07704262,1.518582,1366.724,5.738,14,0.07599005,0.07752004
"29239",2011-11-14 12:00:00,3173,"WS06",14.11,11.32,97.87751,0.07761542,1.562352,1406.117,8.08,14,0.0768753,0.07785803
"29335",2011-11-15 12:00:00,3269,"WS06",14.39,13.78,47.99102,0.07789936,1.584402,1425.962,9.6,14,0.077355,0.07825859
"29431",2011-11-16 12:00:00,3365,"WS06",13.46,13.67,44.57778,0.09021065,2.782385,2504.146,10.59,25,0.07793314,0.1128434
"29527",2011-11-17 12:00:00,3461,"WS06",14.75,5.495,65.47214,0.08244989,1.970246,1773.222,9.29,18,0.08258453,0.09015752
"29623",2011-11-18 12:00:00,3557,"WS06",14.96,-1.317,30.01756,0.08218471,1.945836,1751.253,5.707,17,0.08211033,0.08427202
"29719",2011-11-19 12:00:00,3653,"WS06",13.3,4.255,33.6827,0.07787342,1.58236,1424.124,6.185,15,0.07776375,0.08279774
"29815",2011-11-20 12:00:00,3749,"WS06",13.33,10.91,27.50082,0.07850897,1.632485,1469.236,8.26,15,0.07786199,0.07915145
"29911",2011-11-21 12:00:00,3845,"WS06",14.57,13.82,111.6775,0.07841748,1.625211,1462.69,9.57,15,0.07779042,0.08033206
"30007",2011-11-22 12:00:00,3941,"WS06",13.07,12.77,20.26726,0.07763871,1.564367,1407.931,10.49,15,0.07703223,0.07857256
"30103",2011-11-23 12:00:00,4037,"WS06",14.16,7.879,82.88124,0.08507799,2.222133,1999.919,9.68,20,0.07763624,0.121491
"30199",2011-11-24 12:00:00,4133,"WS06",14.07,2.875,28.59511,0.0846079,2.175281,1957.753,7.425,19,0.08421724,0.08600087
"30295",2011-11-25 12:00:00,4229,"WS06",13.69,5.218,28.54575,0.08482817,2.197101,1977.391,6.775,20,0.08451232,0.08560161
"30391",2011-11-26 12:00:00,4325,"WS06",13.55,9.18,52.64504,0.08542626,2.257178,2031.46,7.842,20,0.08384872,0.08548594
"30487",2011-11-27 12:00:00,4421,"WS06",13.07,9.63,21.54705,0.08695309,2.416123,2174.51,8.8,22,0.08090921,0.08704612
"30583",2011-11-28 12:00:00,4517,"WS06",12.87,10.95,13.18707,0.1407515,15.34237,13808.13,9.98,138,0.08072422,0.1468549
"30679",2011-11-29 12:00:00,4613,"WS06",12.84,-0.801,62.70384,0.1294431,11.11907,10007.16,8.02,100,0.12958,0.1545177
"30775",2011-11-30 12:00:00,4709,"WS06",12.83,-0.816,47.88353,0.1141171,6.856196,6170.576,7.297,62,0.1137841,0.1293315
"30871",2011-12-01 12:00:00,4805,"WS06",12.85,-0.044,38.20541,0.1067081,5.299346,4769.412,6.889,48,0.1068634,0.1138777
"30967",2011-12-02 12:00:00,4901,"WS06",13.38,1.244,31.22025,0.09980696,4.100276,3690.249,6.685,37,0.1001173,0.1076252
"31063",2011-12-03 12:00:00,4997,"WS06",13.44,3.339,25.68846,0.09476731,3.361039,3024.936,6.681,31,0.09493423,0.09983762
"31159",2011-12-04 12:00:00,5093,"WS06",13.55,5.305,97.91391,0.09087728,2.861743,2575.568,7.071,25,0.090781,0.09475969
"31255",2011-12-05 12:00:00,5189,"WS06",13.12,8.54,13.76576,0.08430657,2.145721,1931.149,8.12,20,0.08464637,0.09084255
"31351",2011-12-06 12:00:00,5285,"WS06",12.99,11.44,14.32856,0.1043486,4.865989,4379.39,9.46,44,0.08419836,0.1078021
"31447",2011-12-07 12:00:00,5381,"WS06",13.05,9.28,30.20035,0.1107486,6.112164,5500.948,9.79,55,0.09286997,0.1289246
"31543",2011-12-08 12:00:00,5477,"WS06",13.42,-1.868,49.6562,0.1078227,5.514916,4963.425,6.729,50,0.1050582,0.1145494
"31639",2011-12-09 12:00:00,5573,"WS06",13.42,-0.21,26.51851,0.1049074,4.964349,4467.914,6.753,45,0.1049788,0.1078133
"31735",2011-12-10 12:00:00,5669,"WS06",13.43,-0.874,30.22535,0.1007448,4.250106,3825.095,6.363,38,0.1009204,0.1049004
"31831",2011-12-11 12:00:00,5765,"WS06",13.41,-1.295,31.48455,0.09611312,3.559232,3203.309,5.813,32,0.09848417,0.1012926
"31927",2011-12-12 12:00:00,5861,"WS06",13.25,4.739,28.7837,0.08970001,2.722079,2449.871,6.773,25,0.08718213,0.09210718
"32023",2011-12-13 12:00:00,5957,"WS06",13.6,8.04,140.6111,0.08594528,2.31022,2079.198,7.918,21,0.08553435,0.09164486
"32119",2011-12-14 12:00:00,6053,"WS06",13.48,7.166,29.01606,0.08767144,2.49337,2244.033,7.93,22,0.08393864,0.08780816
"32215",2011-12-15 12:00:00,6149,"WS06",13.43,9.23,40.21962,0.08473517,2.187923,1969.131,8.42,19,0.08451878,0.08961103
"32311",2011-12-16 12:00:00,6245,"WS06",13.39,10.49,54.04786,0.0821105,1.939217,1745.295,9.23,17,0.08023584,0.08556446
"32407",2011-12-17 12:00:00,6341,"WS06",13.71,1.701,24.83471,0.08402523,2.118398,1906.558,7.764,19,0.08159263,0.09227052
"32503",2011-12-18 12:00:00,6437,"WS06",13.52,-1,26.50096,0.08203621,1.932351,1739.116,5.863,18,0.08165174,0.08485638
"32599",2011-12-19 12:00:00,6533,"WS06",13.62,2.578,23.9085,0.08336884,2.055675,1850.107,5.856,18,0.08194137,0.08379877
"32695",2011-12-20 12:00:00,6629,"WS06",13.13,7.532,14.80474,0.091114,2.890481,2601.433,7.13,26,0.08319011,0.09093791
"32791",2011-12-21 12:00:00,6725,"WS06",13.08,10.09,9.144666,0.09147669,2.935853,2642.268,8.48,27,0.08592723,0.1049682
"32887",2011-12-22 12:00:00,6821,"WS06",13.36,10.74,26.38289,0.09117537,2.898002,2608.202,9.16,26,0.09087949,0.1286957
"32983",2011-12-23 12:00:00,6917,"WS06",13.6,5.873,105.5289,0.1143691,6.914462,6223.016,9.03,62,0.08926713,0.20263
"33079",2011-12-24 12:00:00,7013,"WS06",13.61,1.879,83.78403,0.1070533,5.365427,4828.885,7.959,48,0.1067603,0.1141467
"33175",2011-12-25 12:00:00,7109,"WS06",13.31,4.315,26.71967,0.1038996,4.783874,4305.487,7.851,43,0.10403,0.1068887
"33271",2011-12-26 12:00:00,7205,"WS06",14.23,1.542,117.075,0.104081,4.815999,4334.399,6.988,44,0.1036652,0.106261
"33367",2011-12-27 12:00:00,7301,"WS06",13.13,3.082,40.38923,0.1110057,6.167358,5550.622,7.06,55,0.1042276,0.1199335
"33463",2011-12-28 12:00:00,7397,"WS06",13.01,-2.376,21.61346,0.1059191,5.150565,4635.509,5.726,46,0.1057351,0.1106762
"33559",2011-12-29 12:00:00,7493,"WS06",13.3,-1.466,30.61899,0.1059118,5.149201,4634.281,5.76,46,0.1044238,0.1061019
"33655",2011-12-30 12:00:00,7589,"WS06",13.76,1.746,147.294,0.1036788,4.745007,4270.506,6.284,42,0.1034503,0.1061215
"33751",2011-12-31 12:00:00,7685,"WS06",13.38,2.761,22.49355,0.09419791,3.284226,2955.803,6.746,30,0.09410437,0.1045835
"33847",2012-01-01 12:00:00,7781,"WS06",13.78,10.31,90.50245,0.09471956,3.354813,3019.332,7.98,31,0.09405995,0.0969831
"33943",2012-01-02 12:00:00,7877,"WS06",13.4,-3.913,30.16936,0.09322446,3.155891,2840.302,5.31,28,0.09313227,0.09507518
"34039",2012-01-03 12:00:00,7973,"WS06",12.88,-10.89,11.94435,0.09318914,3.151337,2836.204,3.403,29,0.09307745,0.09408214
"34135",2012-01-04 12:00:00,8069,"WS06",12.99,-4.254,31.45296,0.09369818,3.217855,2896.07,4.244,29,0.09309105,0.0940878
"34231",2012-01-05 12:00:00,8165,"WS06",13.32,-0.446,22.92644,0.09158868,2.948642,2653.777,4.886,26,0.09147398,0.09449911
"34327",2012-01-06 12:00:00,8261,"WS06",13.38,1.395,13.9199,0.0886324,2.599857,2339.871,5.55,24,0.08780806,0.09158882
"34423",2012-01-07 12:00:00,8357,"WS06",13.8,9.2,69.5108,0.08887287,2.627037,2364.333,7.218,24,0.08819388,0.09008057
"34519",2012-01-08 12:00:00,8453,"WS06",13.86,8.56,47.86999,0.08788495,2.516734,2265.06,8,23,0.08756356,0.09212463
"34615",2012-01-09 12:00:00,8549,"WS06",13.32,9.21,13.63748,0.08973867,2.726618,2453.956,8.61,24,0.08759904,0.09156822
"34711",2012-01-10 12:00:00,8645,"WS06",13.86,9.21,76.2253,0.08783125,2.510842,2259.758,8.91,22,0.08789279,0.09109271
"34807",2012-01-11 12:00:00,8741,"WS06",12.94,8.44,2.378226,0.1209075,8.561418,7705.276,8.85,77,0.08777607,0.1183229
"34903",2012-01-12 12:00:00,8837,"WS06",14,5.153,128.2859,0.09951347,4.054343,3648.908,8.06,37,0.09947474,0.1199014
"34999",2012-01-13 12:00:00,8933,"WS06",13.07,-8.03,40.2674,0.09781201,3.794729,3415.256,4.719,34,0.09653251,0.1014045
"35095",2012-01-14 12:00:00,9029,"WS06",13.18,-6.471,36.79367,0.09780595,3.79373,3414.357,3.976,34,0.09727327,0.09851455
"35191",2012-01-15 12:00:00,9125,"WS06",13.51,-3.522,37.96775,0.0972418,3.710432,3339.389,4.471,33,0.09727419,0.0979963
"35287",2012-01-16 12:00:00,9221,"WS06",13.93,0.375,86.6003,0.09675516,3.63979,3275.811,5.014,33,0.09667037,0.09757157
"35383",2012-01-17 12:00:00,9317,"WS06",13.44,6.5,77.182,0.09655215,3.610605,3249.545,6.311,33,0.0965442,0.09732261
"35479",2012-01-18 12:00:00,9413,"WS06",13.74,-0.909,74.45953,0.09708802,3.687988,3319.189,6.044,33,0.09204968,0.128417
"35575",2012-01-19 12:00:00,9509,"WS06",14.18,-1.964,106.443,0.09597764,3.528795,3175.916,5.097,32,0.09596246,0.09728685
"35671",2012-01-20 12:00:00,9605,"WS06",13.66,4.551,50.24192,0.095399,3.447804,3103.023,6.48,31,0.09522134,0.09612515
"35767",2012-01-21 12:00:00,9701,"WS06",13.02,8.91,11.84896,0.1101923,5.997985,5398.187,7.963,54,0.09530284,0.1169028
"35863",2012-01-22 12:00:00,9797,"WS06",13.02,6.068,16.17163,0.1010667,4.302421,3872.179,7.963,39,0.1004734,0.1148986
"35959",2012-01-23 12:00:00,9893,"WS06",12.95,3.687,18.65308,0.1234671,9.276611,8348.95,7.242,84,0.1006974,0.1226531
"36055",2012-01-24 12:00:00,9989,"WS06",13.58,2.347,25.68549,0.1057848,5.125567,4613.011,7.223,46,0.1056508,0.1210276
