"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"331807",2012-09-01 12:00:00,18336,"WS08",13.32,21.88,1.883319,NA,6.449999,5805,14.55,58,Inf,-Inf
"331903",2012-09-02 12:00:00,18432,"WS08",13.15,21.75,0.9397294,NA,6.449999,5805,14.63,58,Inf,-Inf
"331999",2012-09-03 12:00:00,18528,"WS08",12.97,21.21,3.12267,NA,6.449999,5805,14.87,58,Inf,-Inf
"332095",2012-09-04 12:00:00,18624,"WS08",12.93,20.84,1.812371,NA,6.449999,5805,14.97,58,Inf,-Inf
"332191",2012-09-05 12:00:00,18720,"WS08",13.33,21.86,2.497813,NA,6.449999,5805,14.94,58,Inf,-Inf
"332287",2012-09-06 12:00:00,18816,"WS08",13.37,22,2.28003,NA,6.449999,5805,14.8,58,Inf,-Inf
"332383",2012-09-07 12:00:00,18912,"WS08",13.36,21.54,2.709556,NA,6.449999,5805,14.55,58,Inf,-Inf
"332479",2012-09-08 12:00:00,19008,"WS08",13.35,22.6,2.556046,NA,6.449999,5805,14.6,58,Inf,-Inf
"332575",2012-09-09 12:00:00,19104,"WS08",13.24,16.13,2.021322,NA,6.449999,5805,13.3,58,Inf,-Inf
"332671",2012-09-10 12:00:00,19200,"WS08",13.32,17.01,2.716571,NA,6.449999,5805,12.93,58,Inf,-Inf
"332767",2012-09-11 12:00:00,19296,"WS08",13.44,17.93,3.896635,NA,6.449999,5805,12.85,58,Inf,-Inf
"332863",2012-09-12 12:00:00,19392,"WS08",13.31,18.06,4.65533,NA,6.449999,5805,12.89,58,Inf,-Inf
"332959",2012-09-13 12:00:00,19488,"WS08",13.45,17.22,3.456701,NA,6.449999,5805,12.69,58,Inf,-Inf
"333055",2012-09-14 12:00:00,19584,"WS08",13.38,17.84,4.271616,NA,6.449999,5805,12.52,58,Inf,-Inf
"333151",2012-09-15 12:00:00,19680,"WS08",13.48,19.19,2.98893,NA,6.449999,5805,12.66,58,Inf,-Inf
"333247",2012-09-16 12:00:00,19776,"WS08",13.34,19.22,3.481256,NA,6.449999,5805,12.87,58,Inf,-Inf
"333343",2012-09-17 12:00:00,19872,"WS08",12.89,18.65,3.148304,NA,6.449999,5805,13.1,58,Inf,-Inf
"333439",2012-09-18 12:00:00,19968,"WS08",12.87,18.73,1.748226,NA,6.449999,5805,14.14,58,Inf,-Inf
"333535",2012-09-19 12:00:00,20064,"WS08",13.32,15,3.197954,NA,6.449999,5805,13.07,58,Inf,-Inf
"333631",2012-09-20 12:00:00,20160,"WS08",13.32,16.86,3.488359,NA,6.449999,5805,13.02,58,Inf,-Inf
"333727",2012-09-21 12:00:00,20256,"WS08",13.17,18.09,2.659253,NA,6.449999,5805,12.93,58,Inf,-Inf
"333823",2012-09-22 12:00:00,20352,"WS08",13.38,19.42,2.699638,NA,6.449999,5805,12.96,58,Inf,-Inf
"333919",2012-09-23 12:00:00,20448,"WS08",13.27,15.95,2.583092,NA,6.449999,5805,12.39,58,Inf,-Inf
"334015",2012-09-24 12:00:00,20544,"WS08",13.29,13.24,2.766628,NA,6.449999,5805,11.24,58,Inf,-Inf
"334111",2012-09-25 12:00:00,20640,"WS08",13.28,15.67,3.279155,NA,6.449999,5805,11.37,58,Inf,-Inf
"334207",2012-09-26 12:00:00,20736,"WS08",13.28,17.64,3.64119,NA,6.449999,5805,11.91,58,Inf,-Inf
"334303",2012-09-27 12:00:00,20832,"WS08",13.42,18.34,2.79734,NA,6.449999,5805,12.17,58,Inf,-Inf
"334399",2012-09-28 12:00:00,20928,"WS08",13.39,19.1,2.973095,NA,6.449999,5805,12.41,58,Inf,-Inf
"334495",2012-09-29 12:00:00,21024,"WS08",13.13,17.75,2.653243,NA,6.449999,5805,12.62,58,Inf,-Inf
"334591",2012-09-30 12:00:00,21120,"WS08",13.41,16.52,2.349771,NA,6.449999,5805,12.37,58,Inf,-Inf
"334687",2012-10-01 12:00:00,21216,"WS08",12.85,16.94,3.456155,NA,6.449999,5805,12.64,58,Inf,-Inf
"334783",2012-10-02 12:00:00,21312,"WS08",13.18,17.87,3.103001,NA,6.449999,5805,13.18,58,Inf,-Inf
"334879",2012-10-03 12:00:00,21408,"WS08",13.17,16.98,3.141215,NA,6.449999,5805,12.68,58,Inf,-Inf
"334975",2012-10-04 12:00:00,21504,"WS08",13.28,16.8,2.712198,NA,6.449999,5805,12.25,58,Inf,-Inf
"335071",2012-10-05 12:00:00,21600,"WS08",13.28,16.76,3.238918,NA,6.449999,5805,12.07,58,Inf,-Inf
"335167",2012-10-06 12:00:00,21696,"WS08",13.39,17.53,4.875297,NA,6.449999,5805,12.12,58,Inf,-Inf
"335263",2012-10-07 12:00:00,21792,"WS08",13.41,16.18,6.189641,NA,6.449999,5805,12.09,58,Inf,-Inf
"335359",2012-10-08 12:00:00,21888,"WS08",12.97,11.23,8.287335,NA,6.449999,5805,11.22,58,Inf,-Inf
"335455",2012-10-09 12:00:00,21984,"WS08",13.28,10.35,6.48648,NA,6.449999,5805,10.43,58,Inf,-Inf
"335551",2012-10-10 12:00:00,22080,"WS08",13.24,13.22,7.11449,NA,6.449999,5805,10.33,58,Inf,-Inf
"335647",2012-10-11 12:00:00,22176,"WS08",13.46,12.41,11.15611,NA,6.449999,5805,10.02,58,Inf,-Inf
"335743",2012-10-12 12:00:00,22272,"WS08",13.29,14.59,11.05305,NA,6.449999,5805,10.38,58,Inf,-Inf
"335839",2012-10-13 12:00:00,22368,"WS08",13.41,13.97,6.283416,NA,6.449999,5805,10.7,58,Inf,-Inf
"335935",2012-10-14 12:00:00,22464,"WS08",12.86,14.69,14.00273,NA,6.449999,5805,10.59,58,Inf,-Inf
"336031",2012-10-15 12:00:00,22560,"WS08",13.48,16.53,21.78164,NA,6.449999,5805,11.18,58,Inf,-Inf
"336127",2012-10-16 12:00:00,22656,"WS08",13.99,12.6,11.98288,NA,6.449999,5805,10.33,58,Inf,-Inf
"336223",2012-10-17 12:00:00,22752,"WS08",13.83,14.22,12.03837,NA,6.449999,5805,10.18,58,Inf,-Inf
"336319",2012-10-18 12:00:00,22848,"WS08",12.9,14.18,8.059072,NA,6.449999,5805,10.34,58,Inf,-Inf
"336415",2012-10-19 12:00:00,22944,"WS08",13.58,11.94,10.51501,NA,6.449999,5805,9.93,58,Inf,-Inf
"336511",2012-10-20 12:00:00,23040,"WS08",13.56,12.64,34.56794,NA,6.449999,5805,9.58,58,Inf,-Inf
"336607",2012-10-21 12:00:00,23136,"WS08",13.59,13.11,17.27994,NA,6.449999,5805,9.58,58,Inf,-Inf
"336703",2012-10-22 12:00:00,23232,"WS08",13.61,16.26,11.32258,NA,6.449999,5805,9.99,58,Inf,-Inf
"336799",2012-10-23 12:00:00,23328,"WS08",14.48,17.01,11.32861,NA,6.449999,5805,10.24,58,Inf,-Inf
"336895",2012-10-24 12:00:00,23424,"WS08",14.49,16.36,12.35752,NA,6.449999,5805,10.35,58,Inf,-Inf
"336991",2012-10-25 12:00:00,23520,"WS08",13.57,17.22,16.68311,NA,6.449999,5805,10.48,58,Inf,-Inf
"337087",2012-10-26 12:00:00,23616,"WS08",13.34,17.79,9.770769,NA,6.449999,5805,10.86,58,Inf,-Inf
"337183",2012-10-27 12:00:00,23712,"WS08",14.49,17.97,12.09218,NA,6.449999,5805,10.92,58,Inf,-Inf
"337279",2012-10-28 12:00:00,23808,"WS08",13.31,12.1,10.05147,NA,6.449999,5805,10.62,58,Inf,-Inf
"337375",2012-10-29 12:00:00,23904,"WS08",13.98,7.183,41.44014,NA,6.449999,5805,9.04,58,Inf,-Inf
"337471",2012-10-30 12:00:00,24000,"WS08",13.94,4.97,18.809,NA,6.449999,5805,7.996,58,Inf,-Inf
"337567",2012-10-31 12:00:00,24096,"WS08",14.8,7.893,40.91567,NA,6.449999,5805,7.65,58,Inf,-Inf
"337663",2012-11-01 12:00:00,24192,"WS08",14.81,7.954,23.82516,NA,6.449999,5805,7.364,58,Inf,-Inf
"337759",2012-11-02 12:00:00,24288,"WS08",14.63,13.17,30.52304,NA,6.449999,5805,7.721,58,Inf,-Inf
"337855",2012-11-03 12:00:00,24384,"WS08",14.59,15.32,26.72275,NA,6.449999,5805,8.09,58,Inf,-Inf
"337951",2012-11-04 12:00:00,24480,"WS08",13.56,15.86,18.71575,NA,6.449999,5805,9.04,58,Inf,-Inf
"338047",2012-11-05 12:00:00,24576,"WS08",14.74,9.28,33.73089,NA,6.449999,5805,8.28,58,Inf,-Inf
"338143",2012-11-06 12:00:00,24672,"WS08",12.84,4.928,41.18439,NA,6.449999,5805,7.914,58,Inf,-Inf
"338239",2012-11-07 12:00:00,24768,"WS08",13.34,6.658,155.4567,NA,6.449999,5805,7.775,58,Inf,-Inf
"338335",2012-11-08 12:00:00,24864,"WS08",14.76,8.29,259.5942,NA,6.449999,5805,7.424,58,Inf,-Inf
"338431",2012-11-09 12:00:00,24960,"WS08",14.68,10.1,45.63995,NA,6.449999,5805,7.391,58,Inf,-Inf
"338527",2012-11-10 12:00:00,25056,"WS08",14.62,12.32,30.21111,NA,6.449999,5805,7.649,58,Inf,-Inf
"338623",2012-11-11 12:00:00,25152,"WS08",14.21,13.73,28.39517,NA,6.449999,5805,8.17,58,Inf,-Inf
"338719",2012-11-12 12:00:00,25248,"WS08",12.86,14.12,15.0683,NA,6.449999,5805,8.98,58,Inf,-Inf
"338815",2012-11-13 12:00:00,25344,"WS08",13.7,8.32,150.354,NA,6.449999,5805,8.34,58,Inf,-Inf
"338911",2012-11-14 12:00:00,25440,"WS08",14.77,7.209,131.1621,NA,6.449999,5805,7.482,58,Inf,-Inf
"339007",2012-11-15 12:00:00,25536,"WS08",13.86,10.12,135.2884,NA,6.449999,5805,7.879,58,Inf,-Inf
"339103",2012-11-16 12:00:00,25632,"WS08",14.68,9.03,68.0261,NA,6.449999,5805,7.686,58,Inf,-Inf
"339199",2012-11-17 12:00:00,25728,"WS08",14.76,8.82,48.57477,NA,6.449999,5805,7.34,58,Inf,-Inf
"339295",2012-11-18 12:00:00,25824,"WS08",14.75,9.82,32.5095,NA,6.449999,5805,7.222,58,Inf,-Inf
"339391",2012-11-19 12:00:00,25920,"WS08",13.64,10.94,27.38858,NA,6.449999,5805,7.67,58,Inf,-Inf
"339487",2012-11-20 12:00:00,26016,"WS08",14.67,12.15,55.0406,NA,6.449999,5805,8,58,Inf,-Inf
"339583",2012-11-21 12:00:00,26112,"WS08",14.67,12.23,66.76277,NA,6.449999,5805,7.997,58,Inf,-Inf
"339679",2012-11-22 12:00:00,26208,"WS08",14.69,11.47,57.09891,NA,6.449999,5805,7.914,58,Inf,-Inf
"339775",2012-11-23 12:00:00,26304,"WS08",14.36,11.35,35.56717,NA,6.449999,5805,7.74,58,Inf,-Inf
"339871",2012-11-24 12:00:00,26400,"WS08",14.83,5.194,46.8696,NA,6.449999,5805,6.879,58,Inf,-Inf
"339967",2012-11-25 12:00:00,26496,"WS08",14.81,5.713,38.18719,NA,6.449999,5805,5.934,58,Inf,-Inf
"340063",2012-11-26 12:00:00,26592,"WS08",14.71,8.78,38.63073,NA,6.449999,5805,6.019,58,Inf,-Inf
"340159",2012-11-27 12:00:00,26688,"WS08",13.24,10.42,16.26652,NA,6.449999,5805,6.867,58,Inf,-Inf
"340255",2012-11-28 12:00:00,26784,"WS08",13.87,6.98,191.0618,NA,6.449999,5805,6.577,58,Inf,-Inf
"340351",2012-11-29 12:00:00,26880,"WS08",14.75,7.79,144.7778,NA,6.449999,5805,6.038,58,Inf,-Inf
"340447",2012-11-30 12:00:00,26976,"WS08",14.75,8.18,52.29218,NA,6.449999,5805,5.966,58,Inf,-Inf
"340543",2012-12-01 12:00:00,27072,"WS08",13.52,9.94,26.97094,NA,6.449999,5805,6.34,58,Inf,-Inf
"340639",2012-12-02 12:00:00,27168,"WS08",13.7,14.04,47.05326,NA,6.449999,5805,7.063,58,Inf,-Inf
"340735",2012-12-03 12:00:00,27264,"WS08",14.58,13.22,42.83115,NA,6.449999,5805,7.265,58,Inf,-Inf
"340831",2012-12-04 12:00:00,27360,"WS08",13.64,15.36,35.79467,NA,6.449999,5805,7.619,58,Inf,-Inf
"340927",2012-12-05 12:00:00,27456,"WS08",13.08,13.89,28.02642,NA,6.449999,5805,8.13,58,Inf,-Inf
"341023",2012-12-06 12:00:00,27552,"WS08",13.02,9.1,25.43604,NA,6.449999,5805,8.03,58,Inf,-Inf
"341119",2012-12-07 12:00:00,27648,"WS08",13.01,12.04,21.1338,NA,6.449999,5805,7.954,58,Inf,-Inf
"341215",2012-12-08 12:00:00,27744,"WS08",13.38,13.79,20.91753,NA,6.449999,5805,8.15,58,Inf,-Inf
"341311",2012-12-09 12:00:00,27840,"WS08",13.26,14.06,14.68602,NA,6.449999,5805,8.45,58,Inf,-Inf
"341407",2012-12-10 12:00:00,27936,"WS08",12.92,14.09,25.90051,NA,6.449999,5805,8.75,58,Inf,-Inf
"341503",2012-12-11 12:00:00,28032,"WS08",13.69,6.628,23.8278,NA,6.449999,5805,7.738,58,Inf,-Inf
"341599",2012-12-12 12:00:00,28128,"WS08",13.33,6.648,18.1483,NA,6.449999,5805,6.973,58,Inf,-Inf
"341695",2012-12-13 12:00:00,28224,"WS08",13.82,7.147,20.10768,NA,6.449999,5805,6.552,58,Inf,-Inf
"341791",2012-12-14 12:00:00,28320,"WS08",14.28,6.92,20.14268,NA,6.449999,5805,6.188,58,Inf,-Inf
"341887",2012-12-15 12:00:00,28416,"WS08",13.61,10.39,29.42988,NA,6.449999,5805,6.274,58,Inf,-Inf
"341983",2012-12-16 12:00:00,28512,"WS08",12.89,11.33,18.63854,NA,6.449999,5805,6.867,58,Inf,-Inf
"342079",2012-12-17 12:00:00,28608,"WS08",12.85,10.88,14.24154,NA,6.449999,5805,6.829,58,Inf,-Inf
"342175",2012-12-18 12:00:00,28704,"WS08",13.58,6.961,22.34057,NA,6.449999,5805,6.546,58,Inf,-Inf
"342271",2012-12-19 12:00:00,28800,"WS08",13.63,8.84,14.00659,NA,6.449999,5805,5.945,58,Inf,-Inf
"342367",2012-12-20 12:00:00,28896,"WS08",12.92,7.948,15.71094,NA,6.449999,5805,6.43,58,Inf,-Inf
"342463",2012-12-21 12:00:00,28992,"WS08",13.49,1.042,27.05351,NA,6.449999,5805,4.766,58,Inf,-Inf
"342559",2012-12-22 12:00:00,29088,"WS08",13.88,2.111,19.01651,NA,6.449999,5805,3.625,58,Inf,-Inf
"342655",2012-12-23 12:00:00,29184,"WS08",13.57,4.864,15.85467,NA,6.449999,5805,3.831,58,Inf,-Inf
"342751",2012-12-24 12:00:00,29280,"WS08",12.87,7.563,7.392177,NA,6.449999,5805,4.202,58,Inf,-Inf
"342847",2012-12-25 12:00:00,29376,"WS08",13.36,7.932,31.64097,NA,6.449999,5805,4.703,58,Inf,-Inf
"342943",2012-12-26 12:00:00,29472,"WS08",12.85,9.24,11.85966,NA,6.449999,5805,5.124,58,Inf,-Inf
"343039",2012-12-27 12:00:00,29568,"WS08",13.71,3.024,31.36844,NA,6.449999,5805,3.919,58,Inf,-Inf
"343135",2012-12-28 12:00:00,29664,"WS08",13.72,5.256,29.88763,NA,6.449999,5805,4.094,58,Inf,-Inf
"343231",2012-12-29 12:00:00,29760,"WS08",13.62,5.29,31.41201,NA,6.449999,5805,4.152,58,Inf,-Inf
"343327",2012-12-30 12:00:00,29856,"WS08",14.89,2.326,18.02102,NA,6.449999,5805,3.283,58,Inf,-Inf
"343423",2012-12-31 12:00:00,29952,"WS08",14.67,4.582,15.20242,NA,6.449999,5805,3.312,58,Inf,-Inf
"343519",2013-01-01 12:00:00,30048,"WS08",13.14,7.113,15.23979,NA,6.449999,5805,3.787,58,Inf,-Inf
"343615",2013-01-02 12:00:00,30144,"WS08",13.39,6.759,22.90709,NA,6.449999,5805,4.226,58,Inf,-Inf
"343711",2013-01-03 12:00:00,30240,"WS08",13.24,5.187,46.78762,NA,6.449999,5805,4.433,58,Inf,-Inf
"343807",2013-01-04 12:00:00,30336,"WS08",14.86,3.62,16.68736,NA,6.449999,5805,3.647,58,Inf,-Inf
"343903",2013-01-05 12:00:00,30432,"WS08",14.81,4.99,1.898108,NA,6.449999,5805,3.325,58,Inf,-Inf
"343999",2013-01-06 12:00:00,30528,"WS08",14.77,7.288,12.53306,NA,6.449999,5805,3.912,58,Inf,-Inf
"344095",2013-01-07 12:00:00,30624,"WS08",14.88,4.757,14.22604,NA,6.449999,5805,3.468,58,Inf,-Inf
"344191",2013-01-08 12:00:00,30720,"WS08",13.37,6.687,15.31621,NA,6.449999,5805,3.515,58,Inf,-Inf
"344287",2013-01-09 12:00:00,30816,"WS08",12.91,12.24,7.014025,NA,6.449999,5805,4.534,58,Inf,-Inf
"344383",2013-01-10 12:00:00,30912,"WS08",12.95,12.55,10.43313,NA,6.449999,5805,5.234,58,Inf,-Inf
"344479",2013-01-11 12:00:00,31008,"WS08",12.79,13.41,8.54514,NA,6.449999,5805,5.855,58,Inf,-Inf
"344575",2013-01-12 12:00:00,31104,"WS08",13.05,16.06,18.89969,NA,6.449999,5805,6.697,59,Inf,-Inf
"344671",2013-01-13 12:00:00,31200,"WS08",12.79,14.91,7.971755,NA,6.449999,5805,7.411,58,Inf,-Inf
"344767",2013-01-14 12:00:00,31296,"WS08",12.77,16.11,10.49182,NA,6.449999,5805,7.931,58,Inf,-Inf
"344863",2013-01-15 12:00:00,31392,"WS08",12.8,14.54,12.31504,NA,6.449999,5805,8.06,58,Inf,-Inf
"344959",2013-01-16 12:00:00,31488,"WS08",12.99,15.05,12.65547,NA,6.449999,5805,8.02,58,Inf,-Inf
"345055",2013-01-17 12:00:00,31584,"WS08",12.71,12.62,7.679048,NA,6.449999,5805,7.843,59,Inf,-Inf
"345151",2013-01-18 12:00:00,31680,"WS08",13.81,3.68,36.83192,NA,6.449999,5805,5.728,58,Inf,-Inf
"345247",2013-01-19 12:00:00,31776,"WS08",14.4,4.507,55.93016,NA,6.449999,5805,5.275,58,Inf,-Inf
"345343",2013-01-20 12:00:00,31872,"WS08",14.71,7.532,41.63641,NA,6.449999,5805,5.35,58,Inf,-Inf
"345439",2013-01-21 12:00:00,31968,"WS08",14.85,6.681,69.79542,NA,6.449999,5805,5.122,58,Inf,-Inf
"345535",2013-01-22 12:00:00,32064,"WS08",14.96,1.655,33.61715,NA,6.449999,5805,3.499,59,Inf,-Inf
"345631",2013-01-23 12:00:00,32160,"WS08",14.96,-2.315,27.27186,-0.1524,6.449999,5805,3.313,58,-0.1524,-0.1524
"345727",2013-01-24 12:00:00,32256,"WS08",14.87,1.34,12.97156,-0.1524,6.449999,5805,3.637,58,-0.1524,-0.1524
"345823",2013-01-25 12:00:00,32352,"WS08",13.04,-5.329,5.47092,-0.1524,6.449999,5805,2.602,58,-0.1524,-0.1524
"345919",2013-01-26 12:00:00,32448,"WS08",13.53,-0.117,13.78278,-0.1524,6.449999,5805,3.625,58,-0.1524,-0.1524
"346015",2013-01-27 12:00:00,32544,"WS08",14.91,0.271,42.63579,-0.1524,6.449999,5805,3.74,59,-0.1524,-0.1524
"346111",2013-01-28 12:00:00,32640,"WS08",13.46,5.251,10.90645,-0.1524,6.449999,5805,4.604,58,-0.1524,-0.1524
"346207",2013-01-29 12:00:00,32736,"WS08",13.62,9.29,19.80319,-0.1524,6.449999,5805,5.549,58,-0.1524,-0.1524
"346303",2013-01-30 12:00:00,32832,"WS08",13.01,12.54,4.37696,-0.1524,6.449999,5805,7.102,58,-0.1524,-0.1524
"346399",2013-01-31 12:00:00,32928,"WS08",14.93,-2.065,21.27426,-0.1524,6.449999,5805,4.393,58,-0.1524,-0.1524
"346495",2013-02-01 12:00:00,33024,"WS08",15,-4.312,17.20432,-0.1524,6.449999,5805,3.487,59,-0.1524,-0.1524
"346591",2013-02-02 12:00:00,33120,"WS08",14.88,-1.996,23.17482,-0.1524,6.449999,5805,3.277,58,-0.1524,-0.1524
"346687",2013-02-03 12:00:00,33216,"WS08",12.85,-0.926,4.237871,-0.1524,6.449999,5805,3.033,58,-0.1524,-0.1524
"346783",2013-02-04 12:00:00,33312,"WS08",12.88,-1.004,8.693252,-0.1524,6.449999,5805,3.244,58,-0.1524,-0.1524
"346879",2013-02-05 12:00:00,33408,"WS08",12.94,0.213,18.22324,-0.1524,6.449999,5805,3.689,58,-0.1524,-0.1524
"346975",2013-02-06 12:00:00,33504,"WS08",14.89,1.243,18.44954,-0.1524,6.449999,5805,3.852,59,-0.1524,-0.1524
"347071",2013-02-07 12:00:00,33600,"WS08",13.4,2.558,10.74271,-0.1524,6.449999,5805,4.144,58,-0.1524,-0.1524
"347167",2013-02-08 12:00:00,33696,"WS08",14.19,5.314,14.06666,-0.1524,6.449999,5805,4.444,58,-0.1524,-0.1524
"347263",2013-02-09 12:00:00,33792,"WS08",14.9,0.909,9.750072,-0.1524,6.449999,5805,3.721,58,-0.1524,-0.1524
"347359",2013-02-10 12:00:00,33888,"WS08",14.82,2.924,28.1484,-0.1524,6.449999,5805,3.934,58,-0.1524,-0.1524
"347455",2013-02-11 12:00:00,33984,"WS08",13.27,8.86,7.224784,-0.1524,6.449999,5805,4.56,59,-0.1524,-0.1524
"347551",2013-02-12 12:00:00,34080,"WS08",14.81,3.719,27.95453,-0.1524,6.449999,5805,4.341,58,-0.1524,-0.1524
"347647",2013-02-13 12:00:00,34176,"WS08",13.42,3.545,11.29716,-0.1524,6.449999,5805,4.606,58,-0.1524,-0.1524
"347743",2013-02-14 12:00:00,34272,"WS08",14.34,-0.344,39.66822,-0.1524,6.449999,5805,3.678,58,-0.1524,-0.1524
"347839",2013-02-15 12:00:00,34368,"WS08",14.83,2.947,31.35251,-0.1524,6.449999,5805,3.843,58,-0.1524,-0.1524
"347935",2013-02-16 12:00:00,34464,"WS08",14.86,-0.841,32.05754,-0.1524,6.449999,5805,3.5,59,-0.1524,-0.1524
"348031",2013-02-17 12:00:00,34560,"WS08",15.01,-5.55,37.06975,-0.1524,6.449999,5805,2.425,58,-0.1524,-0.1524
"348127",2013-02-18 12:00:00,34656,"WS08",14.93,-0.746,49.23932,-0.1524,6.449999,5805,2.442,58,-0.1524,-0.1524
"348223",2013-02-19 12:00:00,34752,"WS08",13.01,0.262,10.45512,-0.1524,6.449999,5805,2.616,58,-0.1524,-0.1524
"348319",2013-02-20 12:00:00,34848,"WS08",14.94,-1.156,22.46524,-0.1524,6.449999,5805,2.302,58,-0.1524,-0.1524
"348415",2013-02-21 12:00:00,34944,"WS08",14.86,2.716,15.63635,-0.1524,6.449999,5805,2.694,59,-0.1524,-0.1524
"348511",2013-02-22 12:00:00,35040,"WS08",13.42,1.062,8.673111,-0.1524,6.449999,5805,2.682,58,-0.1524,-0.1524
"348607",2013-02-23 12:00:00,35136,"WS08",14.63,6.18,14.6952,-0.1524,6.449999,5805,3.419,58,-0.1524,-0.1524
"348703",2013-02-24 12:00:00,35232,"WS08",14.84,2.933,17.8439,-0.1524,6.449999,5805,3.546,58,-0.1524,-0.1524
"348799",2013-02-25 12:00:00,35328,"WS08",14.81,2.849,23.46406,-0.1524,6.449999,5805,3.519,58,-0.1524,-0.1524
"348895",2013-02-26 12:00:00,35424,"WS08",13.09,4.498,6.492597,-0.1524,6.449999,5805,3.514,59,-0.1524,-0.1524
"348991",2013-02-27 12:00:00,35520,"WS08",14.88,1.607,66.21936,-0.1524,6.449999,5805,3.213,58,-0.1524,-0.1524
"349087",2013-02-28 12:00:00,35616,"WS08",13.21,-1.097,53.8125,-0.1524,6.449999,5805,3.153,58,-0.1524,-0.1524
"349183",2013-03-01 12:00:00,35712,"WS08",14.92,-0.548,43.1881,-0.1524,6.449999,5805,2.793,58,-0.1524,-0.1524
"349279",2013-03-02 12:00:00,35808,"WS08",13.43,-0.67,30.33343,-0.1524,6.449999,5805,2.715,58,-0.1524,-0.1524
"349375",2013-03-03 12:00:00,35904,"WS08",15.02,-3.514,73.36937,-0.1524,6.449999,5805,1.86,58,-0.1524,-0.1524
"349471",2013-03-04 12:00:00,36000,"WS08",14.98,-1.945,116.9687,-0.1524,6.449999,5805,1.65,58,-0.1524,-0.1524
"349567",2013-03-05 12:00:00,36096,"WS08",13.12,2.985,3.685789,-0.1524,6.449999,5805,2.42,58,-0.1524,-0.1524
"349663",2013-03-06 12:00:00,36192,"WS08",13.1,-1.573,22.86492,-0.1524,6.449999,5805,1.931,58,-0.1524,-0.1524
"350362",2013-03-07 12:00:00,36288,"WS08",14.18,-0.263,25.1677,0.05875314,1.270125,1143.112,2.046,11,-0.1524,0.05940391
"350458",2013-03-08 12:00:00,36384,"WS08",14.9,2.204,53.17144,0.05710232,1.183138,1064.824,2.438,11,0.0563436,0.05926238
"350554",2013-03-09 12:00:00,36480,"WS08",14.81,4.99,67.82368,0.05419812,1.039005,935.1041,2.78,10,0.05415273,0.05708613
"350650",2013-03-10 12:00:00,36576,"WS08",14.75,6.776,34.90501,0.05234503,0.9528342,857.5508,3.464,8,0.05217155,0.05430987
"350746",2013-03-11 12:00:00,36672,"WS08",13.2,6.524,15.58216,0.05233239,0.9522665,857.0399,4.317,9,0.05040566,0.05245107
"350842",2013-03-12 12:00:00,36768,"WS08",14.33,5.207,103.5471,0.06800632,1.829445,1646.5,4.356,17,0.05208675,0.1045998
"350938",2013-03-13 12:00:00,36864,"WS08",14.86,2.942,97.45633,0.05642457,1.148518,1033.667,3.509,11,0.02075732,0.06276958
"351034",2013-03-14 12:00:00,36960,"WS08",14.93,0.831,99.31946,0.05446468,1.051771,946.594,2.503,9,0.05367112,0.05651274
"351130",2013-03-15 12:00:00,37056,"WS08",14.77,7.376,225.2226,0.05618539,1.136449,1022.804,3.075,11,0.05291797,0.05641494
"351226",2013-03-16 12:00:00,37152,"WS08",14.52,12.98,172.1776,0.05946562,1.308803,1177.923,4.336,12,0.0558659,0.05925117
"351322",2013-03-17 12:00:00,37248,"WS08",14.57,13.46,137.8526,0.05843172,1.252899,1127.609,4.895,12,0.05830603,0.05965386
"351418",2013-03-18 12:00:00,37344,"WS08",13.51,5.432,15.31075,0.05513432,1.084294,975.8645,5.424,10,0.05532794,0.05910864
"351514",2013-03-19 12:00:00,37440,"WS08",14.75,7.42,330.7724,0.06097699,1.393175,1253.858,4.817,13,0.05419363,0.08356246
"351610",2013-03-20 12:00:00,37536,"WS08",14.88,2.023,156.5918,0.05585774,1.120004,1008.003,3.865,10,0.05565459,0.06082771
"351706",2013-03-21 12:00:00,37632,"WS08",14.92,1.1,80.27274,0.05445014,1.051106,945.9957,2.94,10,0.05310404,0.05614467
"351802",2013-03-22 12:00:00,37728,"WS08",14.91,0.494,22.82125,0.05373625,1.017113,915.4016,2.763,9,0.05314091,0.05490461
"351898",2013-03-23 12:00:00,37824,"WS08",14.8,2.35,20.1126,0.05361766,1.011539,910.3856,3.394,9,0.05338398,0.05687518
"351994",2013-03-24 12:00:00,37920,"WS08",14.71,6.02,25.99933,0.07445396,2.289933,2060.94,3.845,21,0.05304787,0.09801202
"352090",2013-03-25 12:00:00,38016,"WS08",14.62,-1.098,88.12054,0.0674055,1.788167,1609.35,2.92,16,0.065638,0.07980812
"352186",2013-03-26 12:00:00,38112,"WS08",14.26,-1.109,30.54011,0.06822705,1.842622,1658.359,2.448,16,0.06616177,0.06904242
"352282",2013-03-27 12:00:00,38208,"WS08",14.95,0.703,27.99966,0.06669264,1.741157,1567.041,2.314,15,0.06574302,0.06877863
"352378",2013-03-28 12:00:00,38304,"WS08",14.88,4.004,134.3568,0.06906532,1.899401,1709.461,2.538,18,0.06674959,0.06958921
"352474",2013-03-29 12:00:00,38400,"WS08",14.86,2.815,37.06439,0.06769173,1.806773,1626.095,3.036,16,0.06518614,0.06909984
